class,text
EVENT,"Light Middle East | 15 - 17 October 2019 | Dubai Light Middle East | 15 - 17 October 2019 | Dubai Skip Back Close navigation Facts & Figures About, product sections and more Facts & Figures Facts & Figures Product Groups Sponsors & Supporters Light + Building worldwide Exhibitors & Products Search for exhibitors & products Exhibitors & Products Exhibitors & Products Solutions Product & Country Pavilions Exhibitor Case Studies 2018 Exhibitor Interviews Sponsors & Supporters Conferences & Events O"
EVENT,London Tech Week London Tech Week London Tech Week We're using cookies to improve your experience. Find out more Dismiss Menu Home Events Host event Speakers Sponsors Ambassadors Plan your visit News and Insights 10th - 14th June 2019 Be part of the future Uniting tech and talent in a world-class hub of innovation Sponsor Host event Register interest Headline partners Headline partners Tech Week is back! Join us in uniting tech and talent in a world-class hub of innovation! The 4th Industrial Re
EVENT,Home - Manufacturing Indaba Home - Manufacturing Indaba Skip to content Manufacturing Indaba GET IN TOUCH info@manufacturingindaba.co.za Tel: +27 11 463 9184 #MFGIndaba Facebook Twitter Linkedin Home Conference Conference overview Register to attend Conference MI JHB Presentations Exhibition Exhibition overview About the Exhibitors Exhibitor Enquiry Form Register to visit the exhibition at no cost Business Matchmaking Partners Strategic Partners Partners Endorsing Partners Venue Venue and Accomm
EVENT,12th Edition Manufacturing IT Summit 2019 - Mumbai 12th Edition Manufacturing IT Summit 2019 - Mumbai Home Overview About Speakers Topics Sponsors Leadership Awards Partners Testimonial Manufacturing It Summit Redefine to smart manufacturing Enquire Know More Date 13th June 2019 Location The Leela Mumbai Social #Mits ENQUIRE NOW × First Name Last Name * Company Title Email Mobile Description Until MITS Conference June 2019 The year 2018 has been an exceptional year for Investments in the manufac
EVENT,Home | ad:tech New Delhi Home | ad:tech New Delhi Skip to main content Register Interest To be a part of the event Subscribe to Newsletter ad:tech News For sponsorship and exhibiting opportunities Contact Us Log In About WHAT IS AD:TECH NEW DELHI? Who Attends? VENUE & STAY OPTIONS Contact Us NEWSROOM Adtech News Conference 2019 THEME 2019 Agenda Day 1: March 14th Day 2: March 15th 2019 SPEAKERS Partner Programs Call for Speakers Advisory Board Register Sponsors & Exhibitors EXHIBITORS 2019 SPONS
EVENT,nullcon - Goa 2019 Archives nullcon - Goa 2019 Archives Toggle navigation Delhi 2019 Training Venue Schedule Register Register Sponsor Us Press For media Media track Media pass Nullcon in the media Press releases Archive Bangalore 2019 Goa 2019 Bangalore 2018 Goa 2018 Hyderabad 2017 Goa 2017 Bangalore 2016 Goa 2016 Goa 2015 Goa 2014 Goa 2013 Delhi 2012 Goa 2012 Goa 2011 Goa 2010 About Background Our Team Review Panel Testimonials Conference Policies Blog Contact Bangalore 2019 Goa 2019 Bangalore
EVENT,"ODSC East 2019 | Open Data Science Conference ODSC East 2019 | Open Data Science Conference Open Data Science Conference EAST NEW YORK EUROPE WEST INDIA Blog Partners Newsletter Jobs Webinars About Home Focus Areas Training Open Data Science Deep Learning & Machine Learning AI for Software Engineers Data Visualization Data Science Kick Start Accelerate AI Business Summit Management, Practice, and DataOps Data Science Research Why Attend? Why Attend Company Attendance Download Attendee Guide See "
EVENT,ODSC West 2019 | Open Data Science Conference ODSC West 2019 | Open Data Science Conference Open Data Science Conference EAST NEW YORK EUROPE WEST INDIA Blog Partners Newsletter Jobs Webinars About Home Focus Areas Training Data Science Kickstarter Open Data Science Machine & Deep Learning AI for Engineers Data Visualization Data Science Research DataOps & Management Mini-Bootcamp Accelerate AI Business Summit Business Accelerate AI Business and Innovation Summit Attend Why Attend West Company T
EVENT,ODSC Europe 2019 | Open Data Science Conference ODSC Europe 2019 | Open Data Science Conference Open Data Science Conference EAST NEW YORK EUROPE WEST INDIA Blog Partners Newsletter Jobs Webinars About Home Focus Areas Training Open Data Science Machine and Deep Learning Quant Finance Data Visualization Research Frontiers Data Science Kickstarter Why Attend Why Attend Download Attendee Guide Convince Your Manager See Who Attends Schedule Preliminary Schedule Schedule Overview Tickets ODSC Europe
EVENT,Home | ONE: The Alltech Ideas Conference (ONE19) Home | ONE: The Alltech Ideas Conference (ONE19) Skip to main content Main navigation About Overview Idea Lab Partners ONE CLUB Overview ONE CLUB Members Press Press Overview ONE19 Media Kit Press Releases Language Español Portuguese REGISTER FOR ONE2020 Home Thank you for joining us for ONE: The Alltech Ideas Conference (ONE19) Total ONE Access Registration $ 595 Full conference access - keynote and focus sessions Evening networking events Post-s
EVENT,OpenExpo Europe 2019 – The leading enterprise IT Open innovation summit in Europe - FINAL - OpenExpo Europe 2019 OpenExpo Europe 2019 – The leading enterprise IT Open innovation summit in Europe - FINAL - OpenExpo Europe 2019 Open Menu Openexpo What is OpenExpo Europe? Free eBook: Open IT Innovation Trends 2019 Advisory Board Tickets Visit Why attend? Date and location Convincing Your Manager to Attend Fair Catalog of companies Floor Plan Activities 1to1 business meetings Congress Congress agend
EVENT,"PLAY 2019 PLAY 2019 PLAY 2019 Home Speakers Agenda Sponsors Watch REPLAY Thank you for attending P L AY 2019 Break through to audiences everywhere Immerse yourself in what’s new, what’s next, and what matters in online video. Join us next year at Encore Boston May 18-20, 2020 People are talking about PLAY “Back home from Brightcove PLAY 2019 ! Long journey to Boston but 10 times worth it! Inspiring speakers, enlightening sessions and interesting partners to meet. Thanks Brightcove for making thi"
EVENT,"ReactNext – ReactNext ReactNext – ReactNext ABOUT VIDEOS SPEAKERS SPONSORS TOUR TICKETS TEAM VENUE 2019 June 15th 2020 David Intercontinental Hotel, Tel Aviv, Israel GET TICKETS APPLY TO SPEAK code of conduct June 15th 2020 David Intercontinental Hotel Tel Aviv, Israel GET TICKETS International React Conference in Tel Aviv We are thrilled to present the 2020 edition of ReactNext – a one-day community-driven event packed with advanced lectures by internationally renowned speakers, and networking "
EVENT,"AWS re:Inforce 2019 | Amazon Web Services AWS re:Inforce 2019 | Amazon Web Services AWS re:Inforce AWS re:Inforce 2019 Highlights Keynote deep dive with AWS CISO Steve Schmidt Watch Keynote >> Watch 2019 Sessions >> Download 2019 Slides >> WATCH THE VIDEO WRAP UP >> AWS re:Inforce is a learning conference focused on cloud security, identity, and compliance. The event includes hundreds of technical sessions, a keynote featuring AWS security leadership, and access to cloud security experts in the "
EVENT,Running Remote Conference 2020 - Build and Scale your Remote Team Running Remote Conference 2020 - Build and Scale your Remote Team 0 Speakers Blog Podcast History Contact More Become an affiliate FAQ Speakers Blog Podcast History Contact More Become an affiliate FAQ World's Largest Remote Work Conference APRIL 20-21 | AUSTIN - TX 50 presale tickets available only Newsletter Article Digest Important ticketholder information I WANT TO ATTEND Become a Sponsor Running Remote 2020 500 ATTENDEES 42 C
EVENT,"Smart Cities Week San Diego, CA, 2019 - Global Platform for Cities Smart Cities Week San Diego, CA, 2019 - Global Platform for Cities Download your Brochure Register Now SMART CITIES WEEK HOME Welcome Newsroom Podcast Program Mobile Workshops First Pitch Speakers Readiness Challenge Finalists City Readiness Hub Cities Sponsors Venue Welcome Newsroom Podcast Program Mobile Workshops First Pitch Speakers Readiness Challenge Finalists City Readiness Hub Cities Sponsors Venue April 15 -17, 2019 Smar"
EVENT,"STEP Conference 2020 STEP Conference 2020 STEP Saudi | Riyadh, KSA News FAQ Startups Startup Activities 2019 Participating Startups Apply to Showcase Content Tracks Content Tracks News FAQ English العربية Riyadh, KSA March 2020 RIYADH DUBAI 2020 Startups Startup Activities 2019 Participating Startups Apply to Showcase Content Tracks Content Tracks participate Get 2for1 February 13 – 14,2019 Riyadh Riyadh 2020 Dubai Riyadh’s Most Happening Conference Sign up for your free discount code for STEP S"
EVENT,"ScaleConf Colombia | May 17th - 18th, 2019 ScaleConf Colombia | May 17th - 18th, 2019 Buy a Ticket Speakers Agenda Sponsors More Venue Hotel Accessibility Guide of Medellín Code of Conduct FAQ Opportunity Grant -v 2.0.17 -v 2.0.18 Videos Become a sponsor EN ES May 17 - 18th 2019 Buy your tickets Stay tuned, join our mailing list And follow us ScaleConf Colombia is a 2-day language-agnostic tech conference about scalability, distributed systems, security, machine learning, DevOps, modern software"
EVENT,"SMART CITIES EXPO WORLD FORUM SMART CITIES EXPO WORLD FORUM Home About Us Event Germany Event 17th – 18th Sep Events Location & Date SMART WORKSHOPS SMART NETWORKING ACTIVITIES Awards Registration Media SMART CITY EXPO 2019, DUSIT THANI, DUBAI, UAE Media Partners News Smart City Expo 2018, Melbourne SMART CITIES EXPO WORLD FORUM EXPO EVENTS GALLERY Blog Conference Agenda Smart City Training Conference Agenda 2nd – 3rd April 2019 Smart City Training Smart City Expo 3rd-4th September 2018, Melbour"
EVENT,Smartex – Lebanon’s Leading International Technology Exhibition Smartex – Lebanon’s Leading International Technology Exhibition Toggle Navigation HOME VISIT Why Visit VENUE LOCATION Exhibitors profile REGISTER TO VISIT EXHIBIT Why Exhibit BOOK YOUR STAND 2019 Exhibitors List TECH. TALKS TECH. TALKS AGENDA BECOME A SPEAKER MEDIA Partners 2018 Gallery 2019 Gallery 2018 Gallery 2017 Lebanon’s Leading International Technology Exhibition 6 - 7 - 8 - 9 April 2020 3:00 pm 9:00 pm Seaside Arena Beirut –
EVENT,"Homepage - Social Media Week Durban on 13 to 15 June 2019 Homepage - Social Media Week Durban on 13 to 15 June 2019 Filters Clear Home About Speakers Partners Contacts Login 0 Home About Speakers Partners Contacts #SMW Durban The World's Premium Online Media , Digital Marketing and Tech Event 11 - 14 June, ICC Durban 2020 This browser does not support the video tag. The future we imagine is here NOW!! In it's 2nd year, Social Media Week Durban (#SMWDurban) seeks to bring together professionals w"
EVENT,SPS - smart production solutions SPS - smart production solutions Skip Back Close Exhibitors & products Information about exhibitors and products Exhibitors & products Exhibitors & products Product groups Facts & figures Profile of SPS Facts & figures Facts & figures Partners Themes & events Program overview Themes & events Themes & events Supporting events Guided Tours Forums & product presentations Joint stands & special showcases SPS worldwide Exhibitor services Services for your exhibition p
EVENT,Smart Systems Integration – International Conference & Exhibition Smart Systems Integration – International Conference & Exhibition Skip Back Close Close Search Search Overall search Content Exhibitors & products Overall search Content Exhibitors & products Search Close Share Facebook Twitter LinkedIn Xing Recommend via e-mail Copy link to clipboard EN DE - Deutsch EN - English Smart Systems Integration: new organizer More information Smart Systems Integration: new organizer Please note that Mes
EVENT,Home - Startupfest Home - Startupfest Aller au contenu principal EN Jul. 2020 | Montréal Inscription Infolettre Recherche pour : Recherche x Menu Pourquoi participer? Pour les Startups Pour les Investisseurs Pour les Partenaires Pour les Médias Conférenciers Conférenciers de 2019 Conférenciers passés Agenda 2019 Une vue d’ensemble 2019 L’agenda détaillé Événements premium AcceleratorFest ArtupFest L’Atelier Femmes en technologie BDC L’Atelier « Founding » L’Atelier « Funding » Hackerfest ImpactF
EVENT,STEP Conference STEP Conference STEP Conference | The Most Experiential Tech Festival in the Middle East STEP 2019 Speakers News FAQ participate Get 2for1 Conferences STEP Start STEP Digital STEP X STEP Money Startups Startup Activities 2019 Participating Startups Apply to Showcase STEP 2019 Speakers News FAQ participate Get 2for1 February 2020 Dubai Internet City February 2020 DUBAI INTERNET CITY Riyadh 2020 Conferences STEP Start STEP Digital STEP X STEP Money Startups Startup Activities 2019 
EVENT,SubSummit | Subscription Box Conference | Subscription Commerce SubSummit | Subscription Box Conference | Subscription Commerce Schedule Speakers Sponsor / Exhibit Start-Ups CUBE Awards Host Hotel About Contact Schedule Speakers Sponsor / Exhibit Start-Ups CUBE Awards Host Hotel About Contact Get Tickets! The 5th Annual SubSummit MAY 27-29 2020 | DALLAS RSVP Now 2019 Recap THE LARGEST EVENT DEDICATED TO THE SUBSCRIPTION INDUSTRY. The Subscription Summit is the first and only conference devoted e
